ADT,EMC Value,'tEMCQual'1,Parameter,NonDetectFlag
-70,0.01,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.03,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.02,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.01,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.0052,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.0043,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.0027,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.42,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.04,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.02,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.01,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.0087,,"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",FALSE
87168,0.01,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0024,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0015,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0014,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0013,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
78500,0.1,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
78500,0.01,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
78500,0.0098,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
51000,0.05,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
48000,0.05,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
47000,0.05,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.1,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.01,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.0014,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.0013,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,36,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,2,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.8,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.28,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.1,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.09,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.06,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.02,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.01,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0099,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0046,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0044,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
-70,0.28,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,72,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,2,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,0.28,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.02,'<',"Acenaphthene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.01,'<',"Acenaphthylene, bed sediment, recoverable, dry weight, micrograms per kilogram",TRUE
0,0.01,'<',"Acenaphthylene, suspended sediment, recoverable, micrograms per liter",TRUE
0,0.01,'<',"Acenaphthylene, water, filtered, recoverable, micrograms per liter",TRUE
0,0.2,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.12,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.1,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.09,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.08,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.07,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.06,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.05,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.04,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.03,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.02,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.01,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.009,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.0088,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-70,0.03,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-70,0.01,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.05,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.04,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.03,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.02,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.01,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.0096,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.02,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
-122,0.01,,"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",FALSE
87168,0.01,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0034,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0021,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.002,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0019,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
87168,0.0018,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
78500,0.1,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
78500,0.01,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
78500,0.0098,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
51000,0.05,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
48000,0.05,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
47000,0.05,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.1,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.01,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.0019,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
16500,0.0018,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,96,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,48,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,2,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.72,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.38,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.3,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.11,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.1,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.09,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.07,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.01,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0099,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0034,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-70,0.3,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,96,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,2,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,0.3,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.25,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.17,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.01,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0025,'<',"Acenaphthylene, water, unfiltered, recoverable, micrograms per liter",TRUE
0,1.04,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,1,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.75,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.43,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.3,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.29,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.17,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.16,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
-71,0.15,,"Acetophenone, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.46,'<',"Acetophenone, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.32,'<',"Acetophenone, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.2,'<',"Acetophenone, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,0.2,'<',"Acetophenone, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.2,'<',"Acetyl hexamethyl tetrahydro naphthalene, water, unfiltered, recoverable, micrograms per liter",TRUE
-71,0.2,'<',"Acetyl hexamethyl tetrahydro naphthalene, water, unfiltered, recoverable, micrograms per liter",TRUE
35,7,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
35,6,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
35,5,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
35,4,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
35,3,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
35,2,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,8,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,7,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,6,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,5,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,4,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,3,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,2,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-80,1,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-82,6,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-82,5,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-82,4,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-82,3,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-82,2,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
-82,1,,"Acidity, water, unfiltered, milligrams per liter as calcium carbonate",FALSE
0,0.03,,"Acrolein, bed sediment, recoverable, dry weight, micrograms per kilogram",FALSE
0,0.1,'<',"Acrolein, suspended sediment, recoverable, micrograms per liter",TRUE
0,0.1,'<',"Acrolein, water, filtered, recoverable, micrograms per liter",TRUE
0,0.01,'<',"Acrolein, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0016,,"Aldrin, water, unfiltered, recoverable, micrograms per liter",FALSE
0,0.01,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0055,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0025,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
0,0.0011,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0025,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.0011,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
-122,0.001,'<',"Aldrin, water, unfiltered, recoverable, micrograms per liter",TRUE
150000,130,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
150000,44,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
150000,36,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
150000,18,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,13,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,8,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,7,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,6,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,5,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,4,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,3,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
35,1,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,107.4,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,89.5,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,78,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,63.5,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,61.7,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,58.1,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,44.5,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,44,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,41,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,40.9,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,40,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,38,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,37.2,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,36,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,35.2,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,35,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,30.2,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,29.9,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,27,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,26.2,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,24,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,23.9,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,23.1,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,23,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,22,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,21,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,20,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,19,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
0,18,,"Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate",FALSE
